Year,Month,PublicHealthRegion,County,Animal,TestResult
2023,February,1,Potter,Dog,Negative
2023,February,1,Potter,Dog,Negative
2023,February,1,Potter,Dog,Negative
2023,February,1,Potter,Dog,Negative
2023,February,1,Potter,Skunk,Negative
2023,February,1,Randall,Dog,Negative
2023,February,1,Randall,Dog,Negative
2023,February,1,Randall,Dog,Negative
2023,February,1,Randall,Cat,Negative
2023,February,4,Red River,Dog,Negative
2023,February,11,Refugio,Bat,Negative
2023,February,4,Rusk,Dog,Negative
2023,February,4,Rusk,Cat,Negative
2023,February,11,San Patricio,Bat,Negative
2023,February,11,San Patricio,Dog,Negative
2023,February,11,San Patricio,Dog,Negative
2023,February,11,San Patricio,Dog,Negative
2023,February,2,Scurry,Skunk,Negative
2023,February,2,Scurry,Cat,Negative
2023,February,5,Shelby,Cat,Negative
2023,February,4,Smith,Bovine,Negative
2023,February,4,Smith,Dog,Negative
2023,February,4,Smith,Dog,Negative
2023,February,4,Smith,Dog,Negative
2023,February,9,Sutton,Dog,Negative
2023,February,9,Sutton,Cat,Negative
2023,February,3,Tarrant,Skunk,Negative
2023,February,3,Tarrant,Raccoon,Negative
2023,February,3,Tarrant,Raccoon,Negative
2023,February,3,Tarrant,Raccoon,Negative
2023,February,3,Tarrant,Raccoon,Negative
2023,February,3,Tarrant,Raccoon,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Dog,Negative
2023,February,3,Tarrant,Cat,Negative
2023,February,3,Tarrant,Cat,Negative
2023,February,3,Tarrant,Cat,Negative
2023,February,3,Tarrant,Cat,Negative
2023,February,3,Tarrant,Cat,Negative
2023,February,3,Tarrant,Cat,Negative
2023,February,3,Tarrant,Cat,Negative
2023,February,3,Tarrant,Cat,Negative
2023,February,2,Taylor,Raccoon,Negative
2023,February,2,Taylor,Dog,Negative
2023,February,2,Taylor,Dog,Negative
2023,February,2,Taylor,Dog,Negative
2023,February,2,Taylor,Dog,Negative
2023,February,2,Taylor,Dog,Negative
2023,February,2,Taylor,Dog,Negative
2023,February,2,Taylor,Dog,Negative
2023,February,2,Taylor,Dog,Negative
2023,February,2,Taylor,Dog,Negative
2023,February,2,Taylor,Dog,Negative
2023,February,9,Tom Green,Skunk,Negative
2023,February,9,Tom Green,Dog,Negative
2023,February,9,Tom Green,Dog,Negative
2023,February,9,Tom Green,Cat,Negative
2023,February,9,Tom Green,Cat,Negative
2023,February,7,Travis,Skunk,Negative
2023,February,7,Travis,Skunk,Negative
2023,February,7,Travis,Fox,Negative
2023,February,7,Travis,Bat,Negative
2023,February,7,Travis,Bat,Negative
2023,February,7,Travis,Bat,Negative
2023,February,7,Travis,Bat,Negative
2023,February,7,Travis,Bat,Negative
2023,February,7,Travis,Bat,Negative
2023,February,7,Travis,Bat,Negative
2023,February,7,Travis,Raccoon,Negative
2023,February,7,Travis,Raccoon,Negative
2023,February,7,Travis,Raccoon,Negative
2023,February,7,Travis,Raccoon,Negative
2023,February,7,Travis,Raccoon,Negative
2023,February,7,Travis,Dog,Negative
2023,February,7,Travis,Dog,Negative
2023,February,7,Travis,Dog,Negative
2023,February,7,Travis,Dog,Negative
2023,February,7,Travis,Dog,Negative
2023,February,7,Travis,Dog,Negative
2023,February,7,Travis,Dog,Negative
2023,February,7,Travis,Dog,Negative
2023,February,7,Travis,Dog,Negative
2023,February,7,Travis,Cat,Negative
2023,February,7,Travis,Cat,Negative
2023,February,7,Travis,Cat,Negative
2023,February,7,Travis,Cat,Negative
2023,February,7,Travis,Cat,Negative
2023,February,7,Travis,Cat,Negative
2023,February,7,Travis,Cat,Negative
2023,February,7,Travis,Other,Negative
2023,February,3,Dallas,Raccoon,Negative
2023,February,3,Dallas,Raccoon,Negative
2023,February,3,Dallas,Raccoon,Negative
2023,February,3,Dallas,Raccoon,Negative
2023,February,3,Dallas,Raccoon,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Dog,Negative
2023,February,3,Dallas,Cat,Negative
2023,February,3,Dallas,Cat,Negative
2023,February,3,Dallas,Cat,Negative
2023,February,3,Dallas,Cat,Negative
2023,February,3,Dallas,Cat,Negative
2023,February,3,Dallas,Cat,Negative
2023,February,3,Dallas,Cat,Negative
2023,February,3,Dallas,Cat,Negative
2023,February,3,Dallas,Cat,Negative
2023,February,10,El Paso,Raccoon,Negative
2023,February,10,El Paso,Dog,Negative
2023,February,10,El Paso,Dog,Negative
2023,February,10,El Paso,Dog,Negative
2023,February,10,El Paso,Dog,Negative
2023,February,10,El Paso,Dog,Negative
2023,February,10,El Paso,Dog,Negative
2023,February,10,El Paso,Dog,Negative
2023,February,10,El Paso,Cat,Negative
2023,February,10,El Paso,Cat,Negative
2023,February,6,Harris,Skunk,Negative
2023,February,6,Harris,Skunk,Negative
2023,February,6,Harris,Bat,Negative
2023,February,6,Harris,Bat,Negative
2023,February,6,Harris,Bat,Negative
2023,February,6,Harris,Bat,Negative
2023,February,6,Harris,Bat,Negative
2023,February,6,Harris,Bat,Negative
2023,February,6,Harris,Bat,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Dog,Negative
2023,February,6,Harris,Cat,Negative
2023,February,6,Harris,Cat,Negative
2023,February,6,Harris,Cat,Negative
2023,February,6,Harris,Cat,Negative
2023,February,6,Harris,Cat,Negative
2023,February,6,Harris,Cat,Negative
2023,February,6,Harris,Cat,Negative
2023,February,6,Harris,Cat,Negative
2023,February,6,Harris,Cat,Negative
2023,February,6,Harris,Cat,Negative
2023,February,6,Harris,Cat,Negative
2023,February,6,Harris,Cat,Negative
2023,February,6,Harris,Cat,Negative
2023,February,6,Harris,Cat,Negative
2023,February,6,Harris,Cat,Negative
2023,February,6,Harris,Cat,Negative
2023,February,6,Harris,Cat,Negative
2023,February,6,Harris,Cat,Negative
2023,February,6,Harris,Cat,Negative
2023,February,6,Harris,Cat,Negative
2023,February,6,Harris,Other,Negative
2023,February,1,Lubbock,Coyote,Negative
2023,February,1,Lubbock,Dog,Negative
2023,February,1,Lubbock,Dog,Negative
2023,February,1,Lubbock,Dog,Negative
2023,February,1,Lubbock,Dog,Negative
2023,February,1,Lubbock,Dog,Negative
2023,February,1,Lubbock,Dog,Negative
2023,February,1,Lubbock,Dog,Negative
2023,February,1,Lubbock,Dog,Negative
2023,February,1,Lubbock,Dog,Negative
2023,February,1,Lubbock,Dog,Negative
2023,February,1,Lubbock,Dog,Negative
2023,February,1,Lubbock,Dog,Negative
2023,February,1,Lubbock,Dog,Negative
2023,February,1,Lubbock,Dog,Negative
2023,February,1,Lubbock,Dog,Negative
2023,February,1,Lubbock,Dog,Negative
2023,February,1,Lubbock,Dog,Negative
2023,February,1,Lubbock,Cat,Negative
2023,February,1,Lubbock,Cat,Negative
2023,February,8,Bexar,Skunk,Negative
2023,February,8,Bexar,Skunk,Negative
2023,February,8,Bexar,Skunk,Negative
2023,February,8,Bexar,Skunk,Negative
2023,February,8,Bexar,Skunk,Negative
2023,February,8,Bexar,Fox,Negative
2023,February,8,Bexar,Bat,Negative
2023,February,8,Bexar,Bat,Negative
2023,February,8,Bexar,Bat,Negative
2023,February,8,Bexar,Bat,Negative
2023,February,8,Bexar,Bat,Negative
2023,February,8,Bexar,Bat,Negative
2023,February,8,Bexar,Raccoon,Negative
2023,February,8,Bexar,Raccoon,Negative
2023,February,8,Bexar,Raccoon,Negative
2023,February,8,Bexar,Raccoon,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Dog,Negative
2023,February,8,Bexar,Cat,Negative
2023,February,8,Bexar,Cat,Negative
2023,February,8,Bexar,Cat,Negative
2023,February,8,Bexar,Cat,Negative
2023,February,8,Bexar,Cat,Negative
2023,February,8,Bexar,Cat,Negative
2023,February,8,Bexar,Cat,Negative
2023,February,8,Bexar,Cat,Negative
2023,February,8,Bexar,Cat,Negative
2023,February,8,Bexar,Cat,Negative
2023,February,8,Bexar,Cat,Negative
2023,February,8,Bexar,Cat,Negative
2023,February,8,Bexar,Other,Negative
2023,February,6,Brazoria,Bat,Positive
2023,February,6,Brazoria,Bat,Negative
2023,February,6,Brazoria,Bat,Negative
2023,February,6,Brazoria,Bat,Negative
2023,February,6,Brazoria,Bat,Negative
2023,February,6,Brazoria,Bat,Negative
2023,February,6,Brazoria,Bat,Negative
2023,February,6,Brazoria,Bat,Negative
2023,February,6,Brazoria,Bat,Negative
2023,February,6,Brazoria,Bat,Negative
2023,February,6,Brazoria,Bat,Negative
2023,February,6,Brazoria,Bat,Negative
2023,February,6,Brazoria,Bat,Negative
2023,February,6,Brazoria,Raccoon,Negative
2023,February,6,Brazoria,Raccoon,Negative
2023,February,6,Brazoria,Dog,Negative
2023,February,6,Brazoria,Dog,Negative
2023,February,6,Brazoria,Cat,Negative
2023,February,7,Brazos,Coyote,Negative
2023,February,7,Brazos,Raccoon,Negative
2023,February,7,Brazos,Dog,Negative
2023,February,7,Brazos,Dog,Negative
2023,February,7,Brazos,Dog,Negative
2023,February,7,Brazos,Dog,Negative
2023,February,7,Brazos,Dog,Negative
2023,February,7,Brazos,Dog,Negative
2023,February,7,Brazos,Dog,Negative
2023,February,7,Brazos,Cat,Negative
2023,February,7,Brazos,Cat,Negative
2023,February,7,Brazos,Cat,Negative
2023,February,7,Brazos,Cat,Negative
2023,February,7,Brazos,Bovine,Negative
2023,February,7,Brazos,Bovine,Negative
2023,February,7,Brazos,Equine,Negative
2023,February,7,Brazos,Other,Negative
2023,February,3,Denton,Skunk,Positive
2023,February,3,Denton,Raccoon,Negative
2023,February,3,Denton,Raccoon,Negative
2023,February,3,Denton,Raccoon,Negative
2023,February,3,Denton,Raccoon,Negative
2023,February,3,Denton,Dog,Negative
2023,February,3,Denton,Dog,Negative
2023,February,3,Denton,Dog,Negative
2023,February,3,Denton,Dog,Negative
2023,February,3,Denton,Dog,Negative
2023,February,3,Denton,Dog,Negative
2023,February,3,Denton,Dog,Negative
2023,February,3,Denton,Cat,Negative
2023,February,3,Denton,Cat,Negative
2023,February,3,Collin,Raccoon,Negative
2023,February,3,Collin,Raccoon,Negative
2023,February,3,Collin,Dog,Negative
2023,February,3,Collin,Dog,Negative
2023,February,3,Collin,Dog,Negative
2023,February,3,Collin,Dog,Negative
2023,February,3,Collin,Dog,Negative
2023,February,3,Collin,Dog,Negative
2023,February,3,Collin,Cat,Negative
2023,February,3,Collin,Cat,Negative
2023,February,6,Montgomery,Bat,Negative
2023,February,6,Montgomery,Bat,Negative
2023,February,6,Montgomery,Raccoon,Negative
2023,February,6,Montgomery,Raccoon,Negative
2023,February,6,Montgomery,Dog,Negative
2023,February,6,Montgomery,Dog,Negative
2023,February,6,Montgomery,Dog,Negative
2023,February,6,Montgomery,Dog,Negative
2023,February,6,Montgomery,Cat,Negative
2023,February,6,Montgomery,Other,Negative
2023,February,7,Bell,Raccoon,Negative
2023,February,7,Bell,Raccoon,Negative
2023,February,7,Bell,Dog,Negative
2023,February,7,Bell,Dog,Negative
2023,February,7,Bell,Cat,Negative
2023,February,7,Bell,Cat,Negative
2023,February,7,Bell,Cat,Negative
2023,February,7,Bell,Cat,Negative
2023,February,7,Bell,Other,Negative
2023,February,11,Cameron,Bat,Negative
2023,February,11,Cameron,Bat,Negative
2023,February,11,Cameron,Raccoon,Negative
2023,February,11,Cameron,Dog,Negative
2023,February,11,Cameron,Dog,Negative
2023,February,11,Cameron,Cat,Negative
2023,February,11,Cameron,Cat,Negative
2023,February,11,Cameron,Cat,Negative
2023,February,11,Cameron,Cat,Negative
2023,February,3,Ellis,Raccoon,Negative
2023,February,3,Ellis,Dog,Negative
2023,February,3,Ellis,Dog,Negative
2023,February,3,Ellis,Dog,Negative
2023,February,3,Ellis,Dog,Negative
2023,February,3,Ellis,Cat,Negative
2023,February,3,Ellis,Cat,Negative
2023,February,8,Guadalupe,Raccoon,Negative
2023,February,8,Guadalupe,Dog,Negative
2023,February,8,Guadalupe,Dog,Negative
2023,February,8,Guadalupe,Dog,Negative
2023,February,8,Guadalupe,Dog,Negative
2023,February,8,Guadalupe,Dog,Negative
2023,February,8,Guadalupe,Cat,Negative
2023,February,6,Fort Bend,Bat,Negative
2023,February,6,Fort Bend,Cat,Negative
2023,February,6,Fort Bend,Cat,Negative
2023,February,6,Fort Bend,Dog,Negative
2023,February,6,Fort Bend,Dog,Negative
2023,February,7,Hays,Fox,Positive
2023,February,7,Hays,Fox,Positive
2023,February,7,Hays,Bat,Negative
2023,February,7,Hays,Raccoon,Negative
2023,February,7,Hays,Dog,Negative
2023,February,7,Hays,Dog,Negative
2023,February,7,Hays,Cat,Negative
2023,February,3,Hood,Skunk,Positive
2023,February,3,Hood,Skunk,Negative
2023,February,3,Hood,Skunk,Negative
2023,February,3,Hood,Dog,Negative
2023,February,3,Hood,Dog,Negative
2023,February,3,Hood,Other,Negative
2023,February,6,Galveston,Bat,Negative
2023,February,6,Galveston,Bat,Negative
2023,February,6,Galveston,Bat,Negative
2023,February,6,Galveston,Bat,Negative
2023,February,6,Galveston,Bat,Negative
2023,February,7,Coryell,Dog,Negative
2023,February,7,Coryell,Dog,Negative
2023,February,7,Coryell,Dog,Negative
2023,February,7,Coryell,Cat,Negative
2023,February,7,Fayette,Dog,Negative
2023,February,7,Fayette,Cat,Negative
2023,February,7,Fayette,Cat,Negative
2023,February,7,Fayette,Cat,Negative
2023,February,3,Grayson,Bat,Negative
2023,February,3,Grayson,Raccoon,Negative
2023,February,3,Grayson,Dog,Negative
2023,February,3,Grayson,Dog,Negative
2023,February,8,Gillespie,Dog,Negative
2023,February,3,Johnson,Raccoon,Negative
2023,February,3,Johnson,Raccoon,Negative
2023,February,3,Johnson,Raccoon,Negative
2023,February,3,Johnson,Dog,Negative
2023,February,7,McLennan,Bat,Negative
2023,February,7,McLennan,Raccoon,Negative
2023,February,7,McLennan,Cat,Negative
2023,February,7,McLennan,Cat,Negative
2023,February,4,Gregg,Bat,Negative
2023,February,4,Gregg,Dog,Negative
2023,February,4,Gregg,Dog,Negative
2023,February,4,Gregg,Dog,Negative
2023,February,7,Burnet,Fox,Negative
2023,February,7,Burnet,Dog,Negative
2023,February,7,Burnet,Dog,Negative
2023,February,11,Hidalgo,Bat,Negative
2023,February,11,Hidalgo,Cat,Negative
2023,February,11,Hidalgo,Cat,Negative
2023,February,3,Hunt,Dog,Negative
2023,February,3,Hunt,Dog,Negative
2023,February,3,Hunt,Cat,Negative
2023,February,8,Kerr,Dog,Negative
2023,February,8,Kerr,Cat,Negative
2023,February,8,Kerr,Cat,Negative
2023,February,3,Navarro,Raccoon,Negative
2023,February,3,Navarro,Raccoon,Negative
2023,February,3,Navarro,Dog,Negative
2023,February,4,Bowie,Dog,Negative
2023,February,2,Brown,Dog,Negative
2023,February,7,Burleson,Cat,Negative
2023,February,7,Burleson,Cat,Negative
2023,February,7,Caldwell,Bat,Negative
2023,February,7,Caldwell,Cat,Negative
2023,February,6,Chambers,Cat,Negative
2023,February,8,Comal,Dog,Negative
2023,February,8,Comal,Dog,Negative
2023,February,3,Cooke,Skunk,Positive
2023,February,3,Cooke,Dog,Negative
2023,February,3,Cooke,Cat,Negative
2023,February,4,Henderson,Raccoon,Negative
2023,February,4,Henderson,Raccoon,Negative
2023,February,3,Erath,Dog,Negative
2023,February,3,Erath,Cat,Negative
2023,February,8,DeWitt,Dog,Negative
2023,February,8,DeWitt,Dog,Negative
2023,February,5,Nacogdoches,Dog,Negative
2023,February,5,Nacogdoches,Cat,Negative
2023,February,9,Midland,Dog,Negative
2023,February,9,Midland,Dog,Negative
2023,February,8,Medina,Dog,Negative
2023,February,8,Medina,Cat,Negative
2023,February,5,Jefferson,Dog,Negative
2023,February,5,Jefferson,Dog,Negative
2023,February,1,Deaf Smith,Dog,Negative
2023,February,1,Donley,Dog,Negative
2023,February,2,Eastland,Skunk,Positive
2023,February,2,Eastland,Cat,Negative
2023,February,9,Ector,Dog,Negative
2023,February,7,Falls,Other,Negative
2023,February,2,Fisher,Coyote,Negative
2023,February,7,Grimes,Other,Negative
2023,February,7,Hamilton,Dog,Negative
2023,February,2,Haskell,Cat,Negative
2023,February,4,Hopkins,Bovine,Negative
2023,February,5,Houston,Equine,Negative
2023,February,9,Howard,Cat,Negative
2023,February,2,Montague,Bovine,Negative
2023,February,7,Milam,Cat,Negative
2023,February,6,Matagorda,Dog,Negative
2023,February,9,Mason,Other,Negative
2023,February,7,Madison,Dog,Negative
2023,February,1,Hutchinson,Dog,Negative
2023,February,11,Jim Wells,Dog,Negative
2023,February,7,Leon,Cat,Negative
2023,February,1,Lamb,Dog,Negative
2023,February,4,Lamar,Bovine,Negative
2023,February,2,Knox,Dog,Negative
2023,February,8,Kendall,Cat,Negative
2023,February,3,Kaufman,Bat,Negative
2023,March,6,Harris,Skunk,Negative
2023,March,6,Harris,Skunk,Negative
2023,March,6,Harris,Bat,Positive
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Bat,Negative
2023,March,6,Harris,Raccoon,Negative
2023,March,6,Harris,Raccoon,Negative
2023,March,6,Harris,Raccoon,Negative
2023,March,6,Harris,Raccoon,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Dog,Negative
2023,March,6,Harris,Cat,Negative
2023,March,6,Harris,Cat,Negative
2023,March,6,Harris,Cat,Negative
2023,March,6,Harris,Cat,Negative
2023,March,6,Harris,Cat,Negative
2023,March,6,Harris,Cat,Negative
2023,March,6,Harris,Cat,Negative
2023,March,6,Harris,Cat,Negative
2023,March,6,Harris,Cat,Negative
2023,March,6,Harris,Cat,Negative
2023,March,6,Harris,Cat,Negative
2023,March,6,Harris,Cat,Negative
2023,March,6,Harris,Cat,Negative
2023,March,6,Harris,Cat,Negative
2023,March,6,Harris,Cat,Negative
2023,March,6,Harris,Cat,Negative
2023,March,3,Dallas,Skunk,Negative
2023,March,3,Dallas,Skunk,Negative
2023,March,3,Dallas,Skunk,Negative
2023,March,3,Dallas,Skunk,Negative
2023,March,3,Dallas,Bat,Negative
2023,March,3,Dallas,Bat,Negative
2023,March,3,Dallas,Negative,Negative
